,PASSING,RUSHING,MISC,position,player_name,week,RECEIVING,Player,FG,FGA,XPT,FPTS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS AGN
Rasheen Ali BAL,,1.5,0.0,RB,Rasheen Ali BAL,15,6.8,,,,,,,,,,,,,
Evan Hull NO,,2.3,0.1,RB,Evan Hull NO,15,10.2,,,,,,,,,,,,,
Brashard Smith KC,,1.9,0.0,RB,Brashard Smith KC,15,7.0,,,,,,,,,,,,,
Jaylen Wright MIA,,3.9,0.1,RB,Jaylen Wright MIA,15,16.3,,,,,,,,,,,,,
Malik Davis DAL,,4.0,0.1,RB,Malik Davis DAL,15,15.4,,,,,,,,,,,,,
Ollie Gordon II MIA,,3.7,0.2,RB,Ollie Gordon II MIA,15,12.3,,,,,,,,,,,,,
Tyler Badie DEN,,1.3,0.0,RB,Tyler Badie DEN,15,6.6,,,,,,,,,,,,,
Ameer Abdullah IND,,2.2,0.1,RB,Ameer Abdullah IND,15,8.7,,,,,,,,,,,,,
Audric Estime NO,,3.4,0.1,RB,Audric Estime NO,15,14.3,,,,,,,,,,,,,
Sean Tucker TB,,3.0,0.1,RB,Sean Tucker TB,15,13.3,,,,,,,,,,,,,
Ray Davis BUF,,3.4,0.1,RB,Ray Davis BUF,15,11.5,,,,,,,,,,,,,
Chase Edmonds WAS,,0.0,0.1,RB,Chase Edmonds WAS,15,8.1,,,,,,,,,,,,,
Adam Prentice DEN,,1.2,0.0,RB,Adam Prentice DEN,15,5.0,,,,,,,,,,,,,
LeQuint Allen Jr. JAC,,1.1,0.0,RB,LeQuint Allen Jr. JAC,15,5.0,,,,,,,,,,,,,
Cody Schrader DEN,,1.9,0.1,RB,Cody Schrader DEN,15,7.9,,,,,,,,,,,,,
Chris Brooks GB,,1.0,0.0,RB,Chris Brooks GB,15,3.8,,,,,,,,,,,,,
Kaleb Johnson PIT,,2.5,0.1,RB,Kaleb Johnson PIT,15,8.9,,,,,,,,,,,,,
Tank Bigsby PHI,,2.0,0.1,RB,Tank Bigsby PHI,15,9.2,,,,,,,,,,,,,
Will Shipley PHI,,1.3,0.0,RB,Will Shipley PHI,15,5.0,,,,,,,,,,,,,
Trevor Etienne CAR,,1.9,0.0,RB,Trevor Etienne CAR,15,6.8,,,,,,,,,,,,,
Trayveon Williams CLE,,1.1,0.0,RB,Trayveon Williams CLE,15,3.4,,,,,,,,,,,,,
Hunter Luepke DAL,,0.4,0.0,RB,Hunter Luepke DAL,15,1.3,,,,,,,,,,,,,
Isaac Guerendo SF,,1.0,0.0,RB,Isaac Guerendo SF,15,4.9,,,,,,,,,,,,,
Andrew Beck NYJ,,0.1,0.0,RB,Andrew Beck NYJ,15,0.1,,,,,,,,,,,,,
Corey Kiner ARI,,1.6,0.0,RB,Corey Kiner ARI,15,7.0,,,,,,,,,,,,,
Jordan James SF,,1.0,0.1,RB,Jordan James SF,15,4.1,,,,,,,,,,,,,
Jarquez Hunter LAR,,0.9,0.1,RB,Jarquez Hunter LAR,15,3.8,,,,,,,,,,,,,
British Brooks HOU,,1.1,0.0,RB,British Brooks HOU,15,5.0,,,,,,,,,,,,,
Kalel Mullings TEN,,0.8,0.1,RB,Kalel Mullings TEN,15,3.0,,,,,,,,,,,,,
Zavier Scott MIN,,0.7,0.0,RB,Zavier Scott MIN,15,2.7,,,,,,,,,,,,,
Dylan Laube LV,,0.9,0.0,RB,Dylan Laube LV,15,2.8,,,,,,,,,,,,,
Alec Ingold MIA,,0.3,0.0,RB,Alec Ingold MIA,15,1.2,,,,,,,,,,,,,
Eric Gray NYG,,0.9,0.0,RB,Eric Gray NYG,15,2.1,,,,,,,,,,,,,
Tyler Goodson IND,,0.8,0.0,RB,Tyler Goodson IND,15,3.4,,,,,,,,,,,,,
DJ Giddens IND,,1.0,0.0,RB,DJ Giddens IND,15,3.8,,,,,,,,,,,,,
Khalil Herbert NYJ,,0.9,0.0,RB,Khalil Herbert NYJ,15,3.7,,,,,,,,,,,,,
Julius Chestnut TEN,,0.6,0.0,RB,Julius Chestnut TEN,15,2.6,,,,,,,,,,,,,
Colson Yankoff WAS,,0.0,0.0,RB,Colson Yankoff WAS,15,0.0,,,,,,,,,,,,,
Hassan Haskins LAC,,1.0,0.0,RB,Hassan Haskins LAC,15,2.1,,,,,,,,,,,,,
Kene Nwangwu NYJ,,0.8,0.0,RB,Kene Nwangwu NYJ,15,3.0,,,,,,,,,,,,,
Tahj Brooks CIN,,0.0,0.0,RB,Tahj Brooks CIN,15,1.5,,,,,,,,,,,,,
Sione Vaki DET,,0.0,0.0,RB,Sione Vaki DET,15,1.3,,,,,,,,,,,,,
D'Ernest Johnson NE,,0.0,0.0,RB,D'Ernest Johnson NE,15,1.3,,,,,,,,,,,,,
C.J. Ham MIN,,0.1,0.0,RB,C.J. Ham MIN,15,0.2,,,,,,,,,,,,,
Patrick Ricard BAL,,0.1,0.0,RB,Patrick Ricard BAL,15,0.3,,,,,,,,,,,,,
Reggie Gilliam BUF,,0.1,0.0,RB,Reggie Gilliam BUF,15,0.1,,,,,,,,,,,,,
Ronnie Rivers LAR,,0.0,0.0,RB,Ronnie Rivers LAR,15,1.0,,,,,,,,,,,,,
Michael Burton DEN,,0.0,0.0,RB,Michael Burton DEN,15,0.0,,,,,,,,,,,,,
Joe Mixon HOU,,0.0,0.0,RB,Joe Mixon HOU,15,0.0,,,,,,,,,,,,,
Alvin Kamara NO,,0.0,0.0,RB,Alvin Kamara NO,15,0.0,,,,,,,,,,,,,
Nick Chubb HOU,,0.0,0.0,RB,Nick Chubb HOU,15,0.0,,,,,,,,,,,,,
Justice Hill BAL,,0.0,0.0,RB,Justice Hill BAL,15,0.0,,,,,,,,,,,,,
Travis Homer CHI,,0.0,0.0,RB,Travis Homer CHI,15,0.0,,,,,,,,,,,,,
Jakob Johnson HOU,,0.0,0.0,RB,Jakob Johnson HOU,15,0.0,,,,,,,,,,,,,
Craig Reynolds NE,,0.0,0.0,RB,Craig Reynolds NE,15,0.0,,,,,,,,,,,,,
J.K. Dobbins DEN,,0.0,0.0,RB,J.K. Dobbins DEN,15,0.0,,,,,,,,,,,,,
Cam Akers SEA,,0.0,0.0,RB,Cam Akers SEA,15,0.0,,,,,,,,,,,,,
A.J. Dillon PHI,,0.0,0.0,RB,A.J. Dillon PHI,15,0.0,,,,,,,,,,,,,
Trey Sermon PIT,,0.0,0.0,RB,Trey Sermon PIT,15,0.0,,,,,,,,,,,,,
Ty Chandler MIN,,0.0,0.0,RB,Ty Chandler MIN,15,0.0,,,,,,,,,,,,,
DeeJay Dallas JAC,,0.0,0.0,RB,DeeJay Dallas JAC,15,0.0,,,,,,,,,,,,,
Zamir White LV,,0.0,0.0,RB,Zamir White LV,15,0.0,,,,,,,,,,,,,
Jaret Patterson LAC,,0.0,0.0,RB,Jaret Patterson LAC,15,0.0,,,,,,,,,,,,,
Keilan Robinson NYJ,,0.0,0.0,RB,Keilan Robinson NYJ,15,0.0,,,,,,,,,,,,,
George Holani SEA,,0.0,0.0,RB,George Holani SEA,15,0.0,,,,,,,,,,,,,
Dameon Pierce KC,,0.0,0.0,RB,Dameon Pierce KC,15,0.0,,,,,,,,,,,,,
Deuce Vaughn DEN,,0.0,0.0,RB,Deuce Vaughn DEN,15,0.0,,,,,,,,,,,,,
Chris Rodriguez Jr. WAS,,0.0,0.0,RB,Chris Rodriguez Jr. WAS,15,0.0,,,,,,,,,,,,,
Pierre Strong Jr. GB,,0.0,0.0,RB,Pierre Strong Jr. GB,15,0.0,,,,,,,,,,,,,
Velus Jones Jr. SEA,,0.0,0.0,RB,Velus Jones Jr. SEA,15,0.0,,,,,,,,,,,,,
Jaydon Blue DAL,,0.0,0.0,RB,Jaydon Blue DAL,15,0.0,,,,,,,,,,,,,
Braelon Allen NYJ,,0.0,0.0,RB,Braelon Allen NYJ,15,0.0,,,,,,,,,,,,,
Brittain Brown CHI,,0.0,0.0,RB,Brittain Brown CHI,15,0.0,,,,,,,,,,,,,
Roschon Johnson CHI,,0.0,0.0,RB,Roschon Johnson CHI,15,0.0,,,,,,,,,,,,,
Trey Benson ARI,,0.0,0.0,RB,Trey Benson ARI,15,0.0,,,,,,,,,,,,,
Scott Matlock LAC,,0.0,0.0,RB,Scott Matlock LAC,15,0.0,,,,,,,,,,,,,
Carlos Washington Jr. ATL,,0.0,0.0,RB,Carlos Washington Jr. ATL,15,0.0,,,,,,,,,,,,,
Jacob Saylors DET,,0.0,0.0,RB,Jacob Saylors DET,15,0.0,,,,,,,,,,,,,
Damien Martinez GB,,0.0,0.0,RB,Damien Martinez GB,15,0.0,,,,,,,,,,,,,
Carson Steele PHI,,0.0,0.0,RB,Carson Steele PHI,15,0.0,,,,,,,,,,,,,
Terrell Jennings NE,,0.0,0.0,RB,Terrell Jennings NE,15,0.0,,,,,,,,,,,,,
Dylan Sampson CLE,,0.0,0.0,RB,Dylan Sampson CLE,15,0.0,,,,,,,,,,,,,
Josh Williams TB,,0.0,0.0,RB,Josh Williams TB,15,0.0,,,,,,,,,,,,,
Robbie Ouzts SEA,,0.0,0.0,RB,Robbie Ouzts SEA,15,0.0,,,,,,,,,,,,,
Nathan Carter ATL,,0.0,0.0,RB,Nathan Carter ATL,15,0.0,,,,,,,,,,,,,
Amar Johnson LAC,,0.0,0.0,RB,Amar Johnson LAC,15,0.0,,,,,,,,,,,,,
Jaxon Smith-Njigba SEA,,104.6,0.7,WR,Jaxon Smith-Njigba SEA,15,6.8,,,,,,,,,,,,,
Puka Nacua LAR,,100.1,0.6,WR,Puka Nacua LAR,15,7.4,,,,,,,,,,,,,
Ja'Marr Chase CIN,,88.8,0.6,WR,Ja'Marr Chase CIN,15,7.2,,,,,,,,,,,,,
Amon-Ra St. Brown DET,,82.0,0.6,WR,Amon-Ra St. Brown DET,15,6.9,,,,,,,,,,,,,
CeeDee Lamb DAL,,85.0,0.5,WR,CeeDee Lamb DAL,15,6.2,,,,,,,,,,,,,
Rashee Rice KC,,70.6,0.6,WR,Rashee Rice KC,15,5.8,,,,,,,,,,,,,
George Pickens DAL,,79.4,0.6,WR,George Pickens DAL,15,5.3,,,,,,,,,,,,,
Nico Collins HOU,,77.3,0.5,WR,Nico Collins HOU,15,5.4,,,,,,,,,,,,,
Davante Adams LAR,,66.9,0.8,WR,Davante Adams LAR,15,4.6,,,,,,,,,,,,,
A.J. Brown PHI,,70.6,0.5,WR,A.J. Brown PHI,15,5.4,,,,,,,,,,,,,
Chris Olave NO,,67.4,0.4,WR,Chris Olave NO,15,5.8,,,,,,,,,,,,,
Michael Wilson ARI,,71.9,0.3,WR,Michael Wilson ARI,15,5.6,,,,,,,,,,,,,
Zay Flowers BAL,,71.5,0.3,WR,Zay Flowers BAL,15,5.0,,,,,,,,,,,,,
Justin Jefferson MIN,,69.5,0.4,WR,Justin Jefferson MIN,15,4.9,,,,,,,,,,,,,
Jameson Williams DET,,69.7,0.4,WR,Jameson Williams DET,15,4.5,,,,,,,,,,,,,
Jaylen Waddle MIA,,65.8,0.4,WR,Jaylen Waddle MIA,15,5.0,,,,,,,,,,,,,
Wan'Dale Robinson NYG,,62.8,0.3,WR,Wan'Dale Robinson NYG,15,5.3,,,,,,,,,,,,,
DK Metcalf PIT,,61.6,0.5,WR,DK Metcalf PIT,15,4.4,,,,,,,,,,,,,
Tetairoa McMillan CAR,,62.5,0.4,WR,Tetairoa McMillan CAR,15,4.6,,,,,,,,,,,,,
DeVonta Smith PHI,,60.5,0.4,WR,DeVonta Smith PHI,15,4.9,,,,,,,,,,,,,
Deebo Samuel Sr. WAS,,51.2,0.4,WR,Deebo Samuel Sr. WAS,15,4.7,,,,,,,,,,,,,
Stefon Diggs NE,,59.1,0.4,WR,Stefon Diggs NE,15,4.9,,,,,,,,,,,,,
Ladd McConkey LAC,,60.2,0.3,WR,Ladd McConkey LAC,15,4.9,,,,,,,,,,,,,
Terry McLaurin WAS,,59.3,0.4,WR,Terry McLaurin WAS,15,4.3,,,,,,,,,,,,,
Jauan Jennings SF,,56.9,0.4,WR,Jauan Jennings SF,15,4.3,,,,,,,,,,,,,
Jakobi Meyers JAC,,53.7,0.4,WR,Jakobi Meyers JAC,15,4.6,,,,,,,,,,,,,
Courtland Sutton DEN,,54.6,0.4,WR,Courtland Sutton DEN,15,4.4,,,,,,,,,,,,,
Emeka Egbuka TB,,54.9,0.4,WR,Emeka Egbuka TB,15,3.9,,,,,,,,,,,,,
Khalil Shakir BUF,,50.2,0.3,WR,Khalil Shakir BUF,15,4.6,,,,,,,,,,,,,
Michael Pittman Jr. IND,,47.8,0.2,WR,Michael Pittman Jr. IND,15,4.8,,,,,,,,,,,,,
Chris Godwin Jr. TB,,49.5,0.3,WR,Chris Godwin Jr. TB,15,4.1,,,,,,,,,,,,,
Christian Watson GB,,53.4,0.4,WR,Christian Watson GB,15,3.3,,,,,,,,,,,,,
Jordan Addison MIN,,49.8,0.4,WR,Jordan Addison MIN,15,3.6,,,,,,,,,,,,,
Brian Thomas Jr. JAC,,52.2,0.3,WR,Brian Thomas Jr. JAC,15,3.4,,,,,,,,,,,,,
Mike Evans TB,,46.4,0.5,WR,Mike Evans TB,15,3.4,,,,,,,,,,,,,
Jayden Higgins HOU,,43.6,0.4,WR,Jayden Higgins HOU,15,3.7,,,,,,,,,,,,,
Jayden Reed GB,,42.7,0.3,WR,Jayden Reed GB,15,3.3,,,,,,,,,,,,,
Keenan Allen LAC,,44.0,0.3,WR,Keenan Allen LAC,15,4.0,,,,,,,,,,,,,
Xavier Worthy KC,,40.8,0.2,WR,Xavier Worthy KC,15,3.4,,,,,,,,,,,,,
DJ Moore CHI,,40.8,0.3,WR,DJ Moore CHI,15,3.2,,,,,,,,,,,,,
Ricky Pearsall SF,,47.3,0.3,WR,Ricky Pearsall SF,15,3.2,,,,,,,,,,,,,
Darius Slayton NYG,,49.0,0.3,WR,Darius Slayton NYG,15,3.0,,,,,,,,,,,,,
