,PASSING,RUSHING,MISC,position,player_name,week,RECEIVING,Player,FG,FGA,XPT,FPTS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS AGN
Teddy Bridgewater TB,0.0,0.0,0.0,QB,Teddy Bridgewater TB,3,,,,,,,,,,,,,,
Jimmy Garoppolo LAR,0.0,0.0,0.0,QB,Jimmy Garoppolo LAR,3,,,,,,,,,,,,,,
Jameis Winston NYG,0.0,0.0,0.0,QB,Jameis Winston NYG,3,,,,,,,,,,,,,,
Jacoby Brissett ARI,0.0,0.0,0.0,QB,Jacoby Brissett ARI,3,,,,,,,,,,,,,,
Brandon Allen TEN,0.0,0.0,0.0,QB,Brandon Allen TEN,3,,,,,,,,,,,,,,
Joe Burrow CIN,0.0,0.0,0.0,QB,Joe Burrow CIN,3,,,,,,,,,,,,,,
Joshua Dobbs NE,0.0,0.0,0.0,QB,Joshua Dobbs NE,3,,,,,,,,,,,,,,
Nick Mullens JAC,0.0,0.0,0.0,QB,Nick Mullens JAC,3,,,,,,,,,,,,,,
Mason Rudolph PIT,0.0,0.0,0.0,QB,Mason Rudolph PIT,3,,,,,,,,,,,,,,
Kyle Allen DET,0.0,0.0,0.0,QB,Kyle Allen DET,3,,,,,,,,,,,,,,
Drew Lock SEA,0.0,0.0,0.0,QB,Drew Lock SEA,3,,,,,,,,,,,,,,
Gardner Minshew II KC,0.0,0.0,0.0,QB,Gardner Minshew II KC,3,,,,,,,,,,,,,,
Jarrett Stidham DEN,0.0,0.0,0.0,QB,Jarrett Stidham DEN,3,,,,,,,,,,,,,,
Christian McCaffrey SF,,16.9,0.6,RB,Christian McCaffrey SF,3,77.5,,,,,,,,,,,,,
Bijan Robinson ATL,,18.2,0.7,RB,Bijan Robinson ATL,3,86.9,,,,,,,,,,,,,
De'Von Achane MIA,,12.2,0.4,RB,De'Von Achane MIA,3,60.2,,,,,,,,,,,,,
Jonathan Taylor IND,,21.0,0.7,RB,Jonathan Taylor IND,3,99.1,,,,,,,,,,,,,
Saquon Barkley PHI,,19.4,0.7,RB,Saquon Barkley PHI,3,95.5,,,,,,,,,,,,,
Jahmyr Gibbs DET,,13.5,0.6,RB,Jahmyr Gibbs DET,3,67.2,,,,,,,,,,,,,
Bucky Irving TB,,16.5,0.5,RB,Bucky Irving TB,3,77.6,,,,,,,,,,,,,
James Cook III BUF,,16.6,0.7,RB,James Cook III BUF,3,76.0,,,,,,,,,,,,,
Kenneth Walker III SEA,,17.5,0.7,RB,Kenneth Walker III SEA,3,78.7,,,,,,,,,,,,,
Derrick Henry BAL,,19.0,0.8,RB,Derrick Henry BAL,3,92.7,,,,,,,,,,,,,
Josh Jacobs GB,,19.7,0.7,RB,Josh Jacobs GB,3,81.1,,,,,,,,,,,,,
Javonte Williams DAL,,16.3,0.5,RB,Javonte Williams DAL,3,67.9,,,,,,,,,,,,,
Chase Brown CIN,,16.9,0.5,RB,Chase Brown CIN,3,73.9,,,,,,,,,,,,,
Breece Hall NYJ,,15.2,0.4,RB,Breece Hall NYJ,3,65.2,,,,,,,,,,,,,
Kyren Williams LAR,,16.8,0.7,RB,Kyren Williams LAR,3,73.5,,,,,,,,,,,,,
Jordan Mason MIN,,17.1,0.5,RB,Jordan Mason MIN,3,76.0,,,,,,,,,,,,,
Tony Pollard TEN,,18.3,0.4,RB,Tony Pollard TEN,3,79.0,,,,,,,,,,,,,
Jaylen Warren PIT,,14.0,0.4,RB,Jaylen Warren PIT,3,62.1,,,,,,,,,,,,,
Chuba Hubbard CAR,,16.2,0.4,RB,Chuba Hubbard CAR,3,66.7,,,,,,,,,,,,,
Ashton Jeanty LV,,16.0,0.5,RB,Ashton Jeanty LV,3,68.6,,,,,,,,,,,,,
D'Andre Swift CHI,,15.4,0.5,RB,D'Andre Swift CHI,3,65.0,,,,,,,,,,,,,
Travis Etienne Jr. JAC,,15.6,0.4,RB,Travis Etienne Jr. JAC,3,62.7,,,,,,,,,,,,,
J.K. Dobbins DEN,,13.5,0.4,RB,J.K. Dobbins DEN,3,64.4,,,,,,,,,,,,,
Omarion Hampton LAC,,13.4,0.5,RB,Omarion Hampton LAC,3,51.7,,,,,,,,,,,,,
Rhamondre Stevenson NE,,11.5,0.3,RB,Rhamondre Stevenson NE,3,49.0,,,,,,,,,,,,,
Nick Chubb HOU,,14.1,0.4,RB,Nick Chubb HOU,3,61.1,,,,,,,,,,,,,
Jacory Croskey-Merritt WAS,,13.4,0.4,RB,Jacory Croskey-Merritt WAS,3,59.7,,,,,,,,,,,,,
David Montgomery DET,,10.3,0.5,RB,David Montgomery DET,3,42.2,,,,,,,,,,,,,
TreVeyon Henderson NE,,7.4,0.2,RB,TreVeyon Henderson NE,3,31.1,,,,,,,,,,,,,
Kenneth Gainwell PIT,,8.2,0.3,RB,Kenneth Gainwell PIT,3,35.1,,,,,,,,,,,,,
Isiah Pacheco KC,,10.5,0.3,RB,Isiah Pacheco KC,3,44.3,,,,,,,,,,,,,
Quinshon Judkins CLE,,13.2,0.3,RB,Quinshon Judkins CLE,3,52.4,,,,,,,,,,,,,
Tyrone Tracy Jr. NYG,,8.8,0.2,RB,Tyrone Tracy Jr. NYG,3,37.6,,,,,,,,,,,,,
Kareem Hunt KC,,8.3,0.3,RB,Kareem Hunt KC,3,33.4,,,,,,,,,,,,,
Trey Benson ARI,,7.4,0.2,RB,Trey Benson ARI,3,34.0,,,,,,,,,,,,,
Rachaad White TB,,6.9,0.2,RB,Rachaad White TB,3,28.5,,,,,,,,,,,,,
RJ Harvey DEN,,6.9,0.2,RB,RJ Harvey DEN,3,30.2,,,,,,,,,,,,,
Tyler Allgeier ATL,,9.9,0.3,RB,Tyler Allgeier ATL,3,43.7,,,,,,,,,,,,,
Justice Hill BAL,,3.7,0.1,RB,Justice Hill BAL,3,15.6,,,,,,,,,,,,,
Jerome Ford CLE,,4.6,0.1,RB,Jerome Ford CLE,3,18.2,,,,,,,,,,,,,
Jeremy McNichols WAS,,3.2,0.2,RB,Jeremy McNichols WAS,3,19.4,,,,,,,,,,,,,
Brian Robinson Jr. SF,,8.2,0.2,RB,Brian Robinson Jr. SF,3,29.4,,,,,,,,,,,,,
Kyle Monangai CHI,,4.4,0.2,RB,Kyle Monangai CHI,3,20.9,,,,,,,,,,,,,
George Holani SEA,,6.3,0.2,RB,George Holani SEA,3,27.2,,,,,,,,,,,,,
Rico Dowdle CAR,,6.2,0.1,RB,Rico Dowdle CAR,3,24.5,,,,,,,,,,,,,
Braelon Allen NYJ,,6.4,0.2,RB,Braelon Allen NYJ,3,26.1,,,,,,,,,,,,,
Chris Rodriguez Jr. WAS,,6.7,0.2,RB,Chris Rodriguez Jr. WAS,3,29.0,,,,,,,,,,,,,
Ray Davis BUF,,5.5,0.2,RB,Ray Davis BUF,3,23.5,,,,,,,,,,,,,
Zavier Scott MIN,,2.5,0.1,RB,Zavier Scott MIN,3,15.5,,,,,,,,,,,,,
Tyler Badie DEN,,0.8,0.0,RB,Tyler Badie DEN,3,5.4,,,,,,,,,,,,,
Samaje Perine CIN,,2.8,0.1,RB,Samaje Perine CIN,3,11.2,,,,,,,,,,,,,
Blake Corum LAR,,5.0,0.1,RB,Blake Corum LAR,3,19.5,,,,,,,,,,,,,
Julius Chestnut TEN,,4.6,0.1,RB,Julius Chestnut TEN,3,17.7,,,,,,,,,,,,,
Chris Brooks GB,,3.0,0.1,RB,Chris Brooks GB,3,11.2,,,,,,,,,,,,,
Ty Johnson BUF,,2.4,0.1,RB,Ty Johnson BUF,3,11.0,,,,,,,,,,,,,
Cam Akers SEA,,5.0,0.1,RB,Cam Akers SEA,3,16.3,,,,,,,,,,,,,
Ollie Gordon II MIA,,3.2,0.1,RB,Ollie Gordon II MIA,3,16.4,,,,,,,,,,,,,
Isaiah Davis NYJ,,1.6,0.1,RB,Isaiah Davis NYJ,3,8.5,,,,,,,,,,,,,
Jaylen Wright MIA,,2.9,0.1,RB,Jaylen Wright MIA,3,15.4,,,,,,,,,,,,,
Dare Ogunbowale HOU,,1.7,0.1,RB,Dare Ogunbowale HOU,3,7.8,,,,,,,,,,,,,
DJ Giddens IND,,3.0,0.1,RB,DJ Giddens IND,3,13.0,,,,,,,,,,,,,
Alec Ingold MIA,,0.4,0.0,RB,Alec Ingold MIA,3,1.6,,,,,,,,,,,,,
LeQuint Allen Jr. JAC,,2.0,0.1,RB,LeQuint Allen Jr. JAC,3,7.5,,,,,,,,,,,,,
Brashard Smith KC,,1.4,0.1,RB,Brashard Smith KC,3,7.8,,,,,,,,,,,,,
Devin Singletary NYG,,2.3,0.1,RB,Devin Singletary NYG,3,10.2,,,,,,,,,,,,,
Kyle Juszczyk SF,,0.4,0.0,RB,Kyle Juszczyk SF,3,1.7,,,,,,,,,,,,,
Tank Bigsby PHI,,1.9,0.0,RB,Tank Bigsby PHI,3,5.8,,,,,,,,,,,,,
Emanuel Wilson GB,,1.9,0.0,RB,Emanuel Wilson GB,3,6.1,,,,,,,,,,,,,
Dylan Laube LV,,0.0,0.0,RB,Dylan Laube LV,3,0.7,,,,,,,,,,,,,
Trevor Etienne CAR,,0.9,0.0,RB,Trevor Etienne CAR,3,3.5,,,,,,,,,,,,,
Sean Tucker TB,,0.8,0.0,RB,Sean Tucker TB,3,4.9,,,,,,,,,,,,,
Roschon Johnson CHI,,1.4,0.0,RB,Roschon Johnson CHI,3,4.2,,,,,,,,,,,,,
Hunter Luepke DAL,,0.3,0.0,RB,Hunter Luepke DAL,3,1.1,,,,,,,,,,,,,
Kalel Mullings TEN,,0.0,0.0,RB,Kalel Mullings TEN,3,3.0,,,,,,,,,,,,,
Tahj Brooks CIN,,0.7,0.0,RB,Tahj Brooks CIN,3,2.8,,,,,,,,,,,,,
Tyler Goodson IND,,0.0,0.0,RB,Tyler Goodson IND,3,2.1,,,,,,,,,,,,,
Rasheen Ali BAL,,0.3,0.0,RB,Rasheen Ali BAL,3,2.0,,,,,,,,,,,,,
Robbie Ouzts SEA,,0.0,0.0,RB,Robbie Ouzts SEA,3,0.0,,,,,,,,,,,,,
Isaac Guerendo SF,,0.0,0.0,RB,Isaac Guerendo SF,3,1.2,,,,,,,,,,,,,
Craig Reynolds NE,,0.3,0.0,RB,Craig Reynolds NE,3,1.1,,,,,,,,,,,,,
Emari Demercado ARI,,0.0,0.0,RB,Emari Demercado ARI,3,0.9,,,,,,,,,,,,,
Eric Gray NYG,,0.0,0.0,RB,Eric Gray NYG,3,0.0,,,,,,,,,,,,,
Michael Burton DEN,,0.0,0.0,RB,Michael Burton DEN,3,0.0,,,,,,,,,,,,,
Raheem Mostert LV,,0.0,0.0,RB,Raheem Mostert LV,3,0.0,,,,,,,,,,,,,
C.J. Ham MIN,,0.0,0.0,RB,C.J. Ham MIN,3,0.0,,,,,,,,,,,,,
Joe Mixon HOU,,0.0,0.0,RB,Joe Mixon HOU,3,0.0,,,,,,,,,,,,,
Aaron Jones Sr. MIN,,0.0,0.0,RB,Aaron Jones Sr. MIN,3,0.0,,,,,,,,,,,,,
Patrick Ricard BAL,,0.0,0.0,RB,Patrick Ricard BAL,3,0.0,,,,,,,,,,,,,
Travis Homer CHI,,0.0,0.0,RB,Travis Homer CHI,3,0.0,,,,,,,,,,,,,
Clyde Edwards-Helaire KC,,0.0,0.0,RB,Clyde Edwards-Helaire KC,3,0.0,,,,,,,,,,,,,
Ty Chandler MIN,,0.0,0.0,RB,Ty Chandler MIN,3,0.0,,,,,,,,,,,,,
DeeJay Dallas JAC,,0.0,0.0,RB,DeeJay Dallas JAC,3,0.0,,,,,,,,,,,,,
Khalil Herbert NYJ,,0.0,0.0,RB,Khalil Herbert NYJ,3,0.0,,,,,,,,,,,,,
Keilan Robinson NYJ,,0.0,0.0,RB,Keilan Robinson NYJ,3,0.0,,,,,,,,,,,,,
Will Shipley PHI,,0.0,0.0,RB,Will Shipley PHI,3,0.0,,,,,,,,,,,,,
Jashaun Corbin NE,,0.0,0.0,RB,Jashaun Corbin NE,3,0.0,,,,,,,,,,,,,
Deuce Vaughn DEN,,0.0,0.0,RB,Deuce Vaughn DEN,3,0.0,,,,,,,,,,,,,
Audric Estime NO,,0.0,0.0,RB,Audric Estime NO,3,0.0,,,,,,,,,,,,,
MarShawn Lloyd GB,,0.0,0.0,RB,MarShawn Lloyd GB,3,0.0,,,,,,,,,,,,,
Zach Charbonnet SEA,,0.0,0.0,RB,Zach Charbonnet SEA,3,0.0,,,,,,,,,,,,,
Kene Nwangwu NYJ,,0.0,0.0,RB,Kene Nwangwu NYJ,3,0.0,,,,,,,,,,,,,
Hassan Haskins LAC,,0.0,0.0,RB,Hassan Haskins LAC,3,0.0,,,,,,,,,,,,,
Pierre Strong Jr. GB,,0.0,0.0,RB,Pierre Strong Jr. GB,3,0.0,,,,,,,,,,,,,
Velus Jones Jr. SEA,,0.0,0.0,RB,Velus Jones Jr. SEA,3,0.0,,,,,,,,,,,,,
Raheim Sanders CLE,,0.0,0.0,RB,Raheim Sanders CLE,3,0.0,,,,,,,,,,,,,
Tyjae Spears TEN,,0.0,0.0,RB,Tyjae Spears TEN,3,0.0,,,,,,,,,,,,,
Keaton Mitchell BAL,,0.0,0.0,RB,Keaton Mitchell BAL,3,0.0,,,,,,,,,,,,,
Scott Matlock LAC,,0.0,0.0,RB,Scott Matlock LAC,3,0.0,,,,,,,,,,,,,
Carlos Washington Jr. ATL,,0.0,0.0,RB,Carlos Washington Jr. ATL,3,0.0,,,,,,,,,,,,,
Jacob Saylors DET,,0.0,0.0,RB,Jacob Saylors DET,3,0.0,,,,,,,,,,,,,
Jaleel McLaughlin DEN,,0.0,0.0,RB,Jaleel McLaughlin DEN,3,0.0,,,,,,,,,,,,,
Sione Vaki DET,,0.0,0.0,RB,Sione Vaki DET,3,0.0,,,,,,,,,,,,,
Kimani Vidal LAC,,0.0,0.0,RB,Kimani Vidal LAC,3,0.0,,,,,,,,,,,,,
Carson Steele KC,,0.0,0.0,RB,Carson Steele KC,3,0.0,,,,,,,,,,,,,
Terrell Jennings NE,,0.0,0.0,RB,Terrell Jennings NE,3,0.0,,,,,,,,,,,,,
Jordan James SF,,0.0,0.0,RB,Jordan James SF,3,0.0,,,,,,,,,,,,,
Josh Williams TB,,0.0,0.0,RB,Josh Williams TB,3,0.0,,,,,,,,,,,,,
CeeDee Lamb DAL,,91.3,0.6,WR,CeeDee Lamb DAL,3,7.0,,,,,,,,,,,,,
Amon-Ra St. Brown DET,,83.6,0.6,WR,Amon-Ra St. Brown DET,3,7.0,,,,,,,,,,,,,
Puka Nacua LAR,,86.8,0.4,WR,Puka Nacua LAR,3,6.8,,,,,,,,,,,,,
Ja'Marr Chase CIN,,83.9,0.5,WR,Ja'Marr Chase CIN,3,6.2,,,,,,,,,,,,,
Justin Jefferson MIN,,79.8,0.6,WR,Justin Jefferson MIN,3,5.8,,,,,,,,,,,,,
Jaxon Smith-Njigba SEA,,81.6,0.4,WR,Jaxon Smith-Njigba SEA,3,6.4,,,,,,,,,,,,,
Zay Flowers BAL,,76.5,0.5,WR,Zay Flowers BAL,3,5.5,,,,,,,,,,,,,
Nico Collins HOU,,80.9,0.5,WR,Nico Collins HOU,3,5.5,,,,,,,,,,,,,
Mike Evans TB,,69.9,0.6,WR,Mike Evans TB,3,5.1,,,,,,,,,,,,,
Drake London ATL,,70.9,0.4,WR,Drake London ATL,3,5.5,,,,,,,,,,,,,
Brian Thomas Jr. JAC,,72.8,0.4,WR,Brian Thomas Jr. JAC,3,5.0,,,,,,,,,,,,,
Ladd McConkey LAC,,71.2,0.4,WR,Ladd McConkey LAC,3,5.4,,,,,,,,,,,,,
DK Metcalf PIT,,68.9,0.5,WR,DK Metcalf PIT,3,4.6,,,,,,,,,,,,,
A.J. Brown PHI,,70.6,0.4,WR,A.J. Brown PHI,3,4.9,,,,,,,,,,,,,
Jakobi Meyers JAC,,67.2,0.3,WR,Jakobi Meyers JAC,3,5.6,,,,,,,,,,,,,
Tetairoa McMillan CAR,,66.4,0.3,WR,Tetairoa McMillan CAR,3,5.4,,,,,,,,,,,,,
Deebo Samuel Sr. WAS,,61.3,0.3,WR,Deebo Samuel Sr. WAS,3,4.7,,,,,,,,,,,,,
Terry McLaurin WAS,,64.4,0.4,WR,Terry McLaurin WAS,3,4.9,,,,,,,,,,,,,
Courtland Sutton DEN,,61.6,0.4,WR,Courtland Sutton DEN,3,5.0,,,,,,,,,,,,,
Chris Olave NO,,63.7,0.3,WR,Chris Olave NO,3,5.3,,,,,,,,,,,,,
DJ Moore CHI,,58.3,0.4,WR,DJ Moore CHI,3,4.7,,,,,,,,,,,,,
Marvin Harrison Jr. ARI,,61.5,0.4,WR,Marvin Harrison Jr. ARI,3,4.6,,,,,,,,,,,,,
Emeka Egbuka TB,,56.2,0.5,WR,Emeka Egbuka TB,3,4.4,,,,,,,,,,,,,
Keenan Allen LAC,,56.4,0.4,WR,Keenan Allen LAC,3,5.0,,,,,,,,,,,,,
Tee Higgins CIN,,59.7,0.4,WR,Tee Higgins CIN,3,4.5,,,,,,,,,,,,,
Calvin Ridley TEN,,61.7,0.3,WR,Calvin Ridley TEN,3,4.4,,,,,,,,,,,,,
Marquise Brown KC,,57.0,0.4,WR,Marquise Brown KC,3,4.7,,,,,,,,,,,,,
DeVonta Smith PHI,,57.3,0.3,WR,DeVonta Smith PHI,3,4.7,,,,,,,,,,,,,
George Pickens DAL,,61.0,0.4,WR,George Pickens DAL,3,3.9,,,,,,,,,,,,,
Jameson Williams DET,,61.6,0.3,WR,Jameson Williams DET,3,3.7,,,,,,,,,,,,,
Jaylen Waddle MIA,,59.3,0.3,WR,Jaylen Waddle MIA,3,4.4,,,,,,,,,,,,,
Jerry Jeudy CLE,,61.1,0.2,WR,Jerry Jeudy CLE,3,4.5,,,,,,,,,,,,,
Michael Pittman Jr. IND,,53.3,0.3,WR,Michael Pittman Jr. IND,3,5.0,,,,,,,,,,,,,
Wan'Dale Robinson NYG,,50.2,0.3,WR,Wan'Dale Robinson NYG,3,5.0,,,,,,,,,,,,,
Quentin Johnston LAC,,53.2,0.4,WR,Quentin Johnston LAC,3,3.8,,,,,,,,,,,,,
Darnell Mooney ATL,,54.4,0.3,WR,Darnell Mooney ATL,3,3.9,,,,,,,,,,,,,
Khalil Shakir BUF,,49.4,0.3,WR,Khalil Shakir BUF,3,4.2,,,,,,,,,,,,,
Cooper Kupp SEA,,49.9,0.3,WR,Cooper Kupp SEA,3,3.9,,,,,,,,,,,,,
Stefon Diggs NE,,48.3,0.3,WR,Stefon Diggs NE,3,4.1,,,,,,,,,,,,,
Rashid Shaheed SEA,,49.7,0.3,WR,Rashid Shaheed SEA,3,3.7,,,,,,,,,,,,,
Romeo Doubs GB,,47.8,0.3,WR,Romeo Doubs GB,3,3.5,,,,,,,,,,,,,
Troy Franklin DEN,,44.4,0.3,WR,Troy Franklin DEN,3,3.9,,,,,,,,,,,,,
Christian Kirk HOU,,50.1,0.2,WR,Christian Kirk HOU,3,3.7,,,,,,,,,,,,,
Elic Ayomanor TEN,,45.2,0.3,WR,Elic Ayomanor TEN,3,3.8,,,,,,,,,,,,,
Cedric Tillman CLE,,45.6,0.2,WR,Cedric Tillman CLE,3,3.8,,,,,,,,,,,,,
Matthew Golden GB,,41.7,0.3,WR,Matthew Golden GB,3,3.2,,,,,,,,,,,,,
Rashod Bateman BAL,,42.7,0.3,WR,Rashod Bateman BAL,3,2.9,,,,,,,,,,,,,
Calvin Austin III PIT,,42.2,0.3,WR,Calvin Austin III PIT,3,3.0,,,,,,,,,,,,,
Kayshon Boutte NE,,43.3,0.2,WR,Kayshon Boutte NE,3,3.2,,,,,,,,,,,,,
Josh Downs IND,,37.8,0.2,WR,Josh Downs IND,3,3.7,,,,,,,,,,,,,
Dyami Brown JAC,,38.9,0.2,WR,Dyami Brown JAC,3,3.0,,,,,,,,,,,,,
Joshua Palmer BUF,,40.6,0.3,WR,Joshua Palmer BUF,3,3.0,,,,,,,,,,,,,
Jalen Nailor MIN,,38.7,0.3,WR,Jalen Nailor MIN,3,3.1,,,,,,,,,,,,,
Dontayvion Wicks GB,,39.2,0.3,WR,Dontayvion Wicks GB,3,2.7,,,,,,,,,,,,,
Kendrick Bourne SF,,33.4,0.2,WR,Kendrick Bourne SF,3,3.0,,,,,,,,,,,,,
Adam Thielen PIT,,30.6,0.3,WR,Adam Thielen PIT,3,2.9,,,,,,,,,,,,,
Malik Washington MIA,,29.1,0.1,WR,Malik Washington MIA,3,2.6,,,,,,,,,,,,,
Marvin Mims Jr. DEN,,32.1,0.2,WR,Marvin Mims Jr. DEN,3,2.6,,,,,,,,,,,,,
Olamide Zaccheaus CHI,,31.5,0.2,WR,Olamide Zaccheaus CHI,3,2.6,,,,,,,,,,,,,
JuJu Smith-Schuster KC,,30.5,0.2,WR,JuJu Smith-Schuster KC,3,2.8,,,,,,,,,,,,,
Michael Wilson ARI,,30.3,0.2,WR,Michael Wilson ARI,3,2.5,,,,,,,,,,,,,
Tre Tucker LV,,30.9,0.2,WR,Tre Tucker LV,3,2.2,,,,,,,,,,,,,
Jaylin Lane WAS,,29.3,0.2,WR,Jaylin Lane WAS,3,2.5,,,,,,,,,,,,,
Dont'e Thornton Jr. LV,,30.1,0.2,WR,Dont'e Thornton Jr. LV,3,2.3,,,,,,,,,,,,,
DeMario Douglas NE,,26.8,0.1,WR,DeMario Douglas NE,3,2.4,,,,,,,,,,,,,
Alec Pierce IND,,29.7,0.2,WR,Alec Pierce IND,3,2.0,,,,,,,,,,,,,
Tyler Johnson NYJ,,26.9,0.1,WR,Tyler Johnson NYJ,3,2.3,,,,,,,,,,,,,
DeAndre Hopkins BAL,,24.6,0.2,WR,DeAndre Hopkins BAL,3,1.9,,,,,,,,,,,,,
Darius Slayton NYG,,29.0,0.2,WR,Darius Slayton NYG,3,1.9,,,,,,,,,,,,,
KaVontae Turpin DAL,,20.2,0.2,WR,KaVontae Turpin DAL,3,1.6,,,,,,,,,,,,,
Marquez Valdes-Scantling PIT,,24.0,0.2,WR,Marquez Valdes-Scantling PIT,3,1.5,,,,,,,,,,,,,
Brandin Cooks BUF,,21.2,0.1,WR,Brandin Cooks BUF,3,1.9,,,,,,,,,,,,,
Jayden Higgins HOU,,22.2,0.1,WR,Jayden Higgins HOU,3,1.8,,,,,,,,,,,,,
David Moore CAR,,20.3,0.2,WR,David Moore CAR,3,1.8,,,,,,,,,,,,,
Tyler Lockett LV,,19.2,0.1,WR,Tyler Lockett LV,3,1.7,,,,,,,,,,,,,
Arian Smith NYJ,,18.5,0.1,WR,Arian Smith NYJ,3,1.6,,,,,,,,,,,,,
Andrei Iosivas CIN,,18.7,0.1,WR,Andrei Iosivas CIN,3,1.5,,,,,,,,,,,,,
Xavier Hutchinson HOU,,18.3,0.1,WR,Xavier Hutchinson HOU,3,1.5,,,,,,,,,,,,,
Mack Hollins NE,,17.3,0.1,WR,Mack Hollins NE,3,1.4,,,,,,,,,,,,,
