,PASSING,RUSHING,MISC,position,player_name,week,RECEIVING,Player,FG,FGA,XPT,FPTS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS AGN
Tyler Huntley BAL,0.6,0.4,4.3,QB,Tyler Huntley BAL,12,,,,,,,,,,,,,,
Nick Mullens JAC,0.7,0.5,4.6,QB,Nick Mullens JAC,12,,,,,,,,,,,,,,
Brett Rypien MIN,1.4,0.9,8.6,QB,Brett Rypien MIN,12,,,,,,,,,,,,,,
Jake Browning CIN,0.7,0.5,4.5,QB,Jake Browning CIN,12,,,,,,,,,,,,,,
Malik Willis GB,0.6,0.4,4.2,QB,Malik Willis GB,12,,,,,,,,,,,,,,
Russell Wilson NYG,0.6,0.4,4.2,QB,Russell Wilson NYG,12,,,,,,,,,,,,,,
Joe Milton III DAL,0.8,0.5,4.7,QB,Joe Milton III DAL,12,,,,,,,,,,,,,,
Jimmy Garoppolo LAR,0.7,0.5,5.0,QB,Jimmy Garoppolo LAR,12,,,,,,,,,,,,,,
Tanner McKee PHI,0.5,0.4,4.1,QB,Tanner McKee PHI,12,,,,,,,,,,,,,,
Justin Fields NYJ,0.7,0.4,4.0,QB,Justin Fields NYJ,12,,,,,,,,,,,,,,
Kenny Pickett LV,0.7,0.4,4.1,QB,Kenny Pickett LV,12,,,,,,,,,,,,,,
Kyle Allen DET,0.4,0.3,2.7,QB,Kyle Allen DET,12,,,,,,,,,,,,,,
Andy Dalton CAR,0.7,0.5,4.0,QB,Andy Dalton CAR,12,,,,,,,,,,,,,,
Graham Mertz HOU,1.0,0.6,6.5,QB,Graham Mertz HOU,12,,,,,,,,,,,,,,
Will Howard PIT,0.9,0.6,6.5,QB,Will Howard PIT,12,,,,,,,,,,,,,,
Max Brosmer MIN,1.2,0.7,6.8,QB,Max Brosmer MIN,12,,,,,,,,,,,,,,
Brandon Allen TEN,0.6,0.4,3.5,QB,Brandon Allen TEN,12,,,,,,,,,,,,,,
Teddy Bridgewater TB,0.4,0.3,2.4,QB,Teddy Bridgewater TB,12,,,,,,,,,,,,,,
Hendon Hooker NYJ,0.0,0.0,0.0,QB,Hendon Hooker NYJ,12,,,,,,,,,,,,,,
Anthony Richardson Sr. IND,0.0,0.0,0.0,QB,Anthony Richardson Sr. IND,12,,,,,,,,,,,,,,
Christian McCaffrey SF,,18.3,0.7,RB,Christian McCaffrey SF,12,75.0,,,,,,,,,,,,,
Bijan Robinson ATL,,17.8,0.5,RB,Bijan Robinson ATL,12,83.5,,,,,,,,,,,,,
Jahmyr Gibbs DET,,14.7,0.8,RB,Jahmyr Gibbs DET,12,84.3,,,,,,,,,,,,,
Jonathan Taylor IND,,19.0,1.0,RB,Jonathan Taylor IND,12,93.9,,,,,,,,,,,,,
James Cook III BUF,,17.7,0.6,RB,James Cook III BUF,12,84.5,,,,,,,,,,,,,
Saquon Barkley PHI,,16.4,0.5,RB,Saquon Barkley PHI,12,75.5,,,,,,,,,,,,,
Chase Brown CIN,,14.6,0.3,RB,Chase Brown CIN,12,62.4,,,,,,,,,,,,,
Rico Dowdle CAR,,17.3,0.5,RB,Rico Dowdle CAR,12,77.8,,,,,,,,,,,,,
Derrick Henry BAL,,17.0,0.9,RB,Derrick Henry BAL,12,83.7,,,,,,,,,,,,,
Javonte Williams DAL,,17.3,0.6,RB,Javonte Williams DAL,12,74.0,,,,,,,,,,,,,
TreVeyon Henderson NE,,12.0,0.5,RB,TreVeyon Henderson NE,12,61.4,,,,,,,,,,,,,
Ashton Jeanty LV,,16.2,0.4,RB,Ashton Jeanty LV,12,63.8,,,,,,,,,,,,,
Breece Hall NYJ,,16.7,0.3,RB,Breece Hall NYJ,12,73.9,,,,,,,,,,,,,
Kyren Williams LAR,,15.6,0.6,RB,Kyren Williams LAR,12,66.2,,,,,,,,,,,,,
Emanuel Wilson GB,,16.5,0.5,RB,Emanuel Wilson GB,12,69.6,,,,,,,,,,,,,
D'Andre Swift CHI,,14.7,0.4,RB,D'Andre Swift CHI,12,62.5,,,,,,,,,,,,,
Alvin Kamara NO,,15.4,0.2,RB,Alvin Kamara NO,12,62.3,,,,,,,,,,,,,
Woody Marks HOU,,15.1,0.4,RB,Woody Marks HOU,12,63.6,,,,,,,,,,,,,
Kenneth Walker III SEA,,15.1,0.6,RB,Kenneth Walker III SEA,12,68.4,,,,,,,,,,,,,
Travis Etienne Jr. JAC,,13.6,0.4,RB,Travis Etienne Jr. JAC,12,59.9,,,,,,,,,,,,,
Jaylen Warren PIT,,13.2,0.3,RB,Jaylen Warren PIT,12,61.8,,,,,,,,,,,,,
Kareem Hunt KC,,12.8,0.6,RB,Kareem Hunt KC,12,47.2,,,,,,,,,,,,,
David Montgomery DET,,10.8,0.5,RB,David Montgomery DET,12,50.5,,,,,,,,,,,,,
Tyrone Tracy Jr. NYG,,12.6,0.3,RB,Tyrone Tracy Jr. NYG,12,52.6,,,,,,,,,,,,,
Aaron Jones Sr. MIN,,12.1,0.2,RB,Aaron Jones Sr. MIN,12,54.8,,,,,,,,,,,,,
Rachaad White TB,,9.9,0.3,RB,Rachaad White TB,12,37.3,,,,,,,,,,,,,
Kenneth Gainwell PIT,,6.6,0.2,RB,Kenneth Gainwell PIT,12,28.2,,,,,,,,,,,,,
Sean Tucker TB,,11.9,0.4,RB,Sean Tucker TB,12,50.0,,,,,,,,,,,,,
Tyjae Spears TEN,,7.9,0.2,RB,Tyjae Spears TEN,12,31.7,,,,,,,,,,,,,
Zach Charbonnet SEA,,10.1,0.5,RB,Zach Charbonnet SEA,12,42.6,,,,,,,,,,,,,
Rhamondre Stevenson NE,,9.8,0.4,RB,Rhamondre Stevenson NE,12,42.3,,,,,,,,,,,,,
Tony Pollard TEN,,11.5,0.2,RB,Tony Pollard TEN,12,44.4,,,,,,,,,,,,,
Bhayshul Tuten JAC,,9.5,0.3,RB,Bhayshul Tuten JAC,12,37.9,,,,,,,,,,,,,
Devin Singletary NYG,,9.3,0.3,RB,Devin Singletary NYG,12,36.6,,,,,,,,,,,,,
Michael Carter ARI,,7.4,0.2,RB,Michael Carter ARI,12,27.4,,,,,,,,,,,,,
Kyle Monangai CHI,,8.4,0.3,RB,Kyle Monangai CHI,12,35.4,,,,,,,,,,,,,
Tyler Allgeier ATL,,8.2,0.4,RB,Tyler Allgeier ATL,12,32.5,,,,,,,,,,,,,
Isaiah Davis NYJ,,5.6,0.1,RB,Isaiah Davis NYJ,12,26.4,,,,,,,,,,,,,
Chris Brooks GB,,6.3,0.2,RB,Chris Brooks GB,12,25.1,,,,,,,,,,,,,
Jordan Mason MIN,,7.7,0.2,RB,Jordan Mason MIN,12,33.2,,,,,,,,,,,,,
Blake Corum LAR,,8.1,0.2,RB,Blake Corum LAR,12,33.3,,,,,,,,,,,,,
Chuba Hubbard CAR,,5.6,0.1,RB,Chuba Hubbard CAR,12,21.0,,,,,,,,,,,,,
Nick Chubb HOU,,6.2,0.2,RB,Nick Chubb HOU,12,27.4,,,,,,,,,,,,,
Justice Hill BAL,,1.7,0.1,RB,Justice Hill BAL,12,7.9,,,,,,,,,,,,,
Keaton Mitchell BAL,,4.1,0.1,RB,Keaton Mitchell BAL,12,21.0,,,,,,,,,,,,,
Brashard Smith KC,,3.9,0.1,RB,Brashard Smith KC,12,13.2,,,,,,,,,,,,,
Brian Robinson Jr. SF,,5.7,0.2,RB,Brian Robinson Jr. SF,12,25.2,,,,,,,,,,,,,
Raheem Mostert LV,,2.9,0.1,RB,Raheem Mostert LV,12,12.0,,,,,,,,,,,,,
Dylan Sampson CLE,,2.1,0.0,RB,Dylan Sampson CLE,12,7.7,,,,,,,,,,,,,
Tank Bigsby PHI,,4.1,0.2,RB,Tank Bigsby PHI,12,19.0,,,,,,,,,,,,,
Kyle Juszczyk SF,,0.3,0.0,RB,Kyle Juszczyk SF,12,1.2,,,,,,,,,,,,,
Tahj Brooks CIN,,2.7,0.1,RB,Tahj Brooks CIN,12,10.0,,,,,,,,,,,,,
Jack Westover NE,,0.0,0.0,RB,Jack Westover NE,12,0.0,,,,,,,,,,,,,
Ameer Abdullah IND,,1.6,0.1,RB,Ameer Abdullah IND,12,7.3,,,,,,,,,,,,,
Will Shipley PHI,,2.0,0.0,RB,Will Shipley PHI,12,7.8,,,,,,,,,,,,,
Kaleb Johnson PIT,,2.5,0.1,RB,Kaleb Johnson PIT,12,10.6,,,,,,,,,,,,,
Malik Davis DAL,,2.9,0.1,RB,Malik Davis DAL,12,11.0,,,,,,,,,,,,,
George Holani SEA,,2.6,0.1,RB,George Holani SEA,12,9.6,,,,,,,,,,,,,
LeQuint Allen Jr. JAC,,1.1,0.0,RB,LeQuint Allen Jr. JAC,12,4.9,,,,,,,,,,,,,
Ray Davis BUF,,1.6,0.0,RB,Ray Davis BUF,12,4.8,,,,,,,,,,,,,
Hunter Luepke DAL,,0.9,0.0,RB,Hunter Luepke DAL,12,3.6,,,,,,,,,,,,,
Andrew Beck NYJ,,0.0,0.0,RB,Andrew Beck NYJ,12,0.0,,,,,,,,,,,,,
Pierre Strong Jr. GB,,1.5,0.0,RB,Pierre Strong Jr. GB,12,5.3,,,,,,,,,,,,,
Dare Ogunbowale HOU,,0.4,0.0,RB,Dare Ogunbowale HOU,12,2.2,,,,,,,,,,,,,
Tyler Goodson IND,,1.3,0.0,RB,Tyler Goodson IND,12,4.4,,,,,,,,,,,,,
Trevor Etienne CAR,,1.2,0.0,RB,Trevor Etienne CAR,12,4.6,,,,,,,,,,,,,
Dylan Laube LV,,1.2,0.0,RB,Dylan Laube LV,12,3.0,,,,,,,,,,,,,
Terrell Jennings NE,,1.0,0.0,RB,Terrell Jennings NE,12,2.8,,,,,,,,,,,,,
Patrick Ricard BAL,,0.1,0.0,RB,Patrick Ricard BAL,12,0.3,,,,,,,,,,,,,
Owen Wright TB,,0.0,0.0,RB,Owen Wright TB,12,2.8,,,,,,,,,,,,,
Eric Gray NYG,,1.0,0.0,RB,Eric Gray NYG,12,2.1,,,,,,,,,,,,,
Zavier Scott MIN,,0.9,0.0,RB,Zavier Scott MIN,12,2.9,,,,,,,,,,,,,
British Brooks HOU,,0.9,0.0,RB,British Brooks HOU,12,3.7,,,,,,,,,,,,,
Julius Chestnut TEN,,0.7,0.0,RB,Julius Chestnut TEN,12,2.9,,,,,,,,,,,,,
Kalel Mullings TEN,,0.8,0.0,RB,Kalel Mullings TEN,12,2.9,,,,,,,,,,,,,
C.J. Ham MIN,,0.1,0.0,RB,C.J. Ham MIN,12,0.2,,,,,,,,,,,,,
Jakob Johnson HOU,,0.2,0.0,RB,Jakob Johnson HOU,12,0.8,,,,,,,,,,,,,
Sione Vaki DET,,0.0,0.0,RB,Sione Vaki DET,12,0.2,,,,,,,,,,,,,
Reggie Gilliam BUF,,0.1,0.0,RB,Reggie Gilliam BUF,12,0.2,,,,,,,,,,,,,
Joe Mixon HOU,,0.0,0.0,RB,Joe Mixon HOU,12,0.0,,,,,,,,,,,,,
Samaje Perine CIN,,0.0,0.0,RB,Samaje Perine CIN,12,0.0,,,,,,,,,,,,,
Josh Jacobs GB,,0.0,0.0,RB,Josh Jacobs GB,12,0.0,,,,,,,,,,,,,
Travis Homer CHI,,0.0,0.0,RB,Travis Homer CHI,12,0.0,,,,,,,,,,,,,
Craig Reynolds NE,,0.0,0.0,RB,Craig Reynolds NE,12,0.0,,,,,,,,,,,,,
D'Ernest Johnson NE,,0.0,0.0,RB,D'Ernest Johnson NE,12,0.0,,,,,,,,,,,,,
Cam Akers SEA,,0.0,0.0,RB,Cam Akers SEA,12,0.0,,,,,,,,,,,,,
A.J. Dillon PHI,,0.0,0.0,RB,A.J. Dillon PHI,12,0.0,,,,,,,,,,,,,
Trey Sermon PIT,,0.0,0.0,RB,Trey Sermon PIT,12,0.0,,,,,,,,,,,,,
Ty Chandler MIN,,0.0,0.0,RB,Ty Chandler MIN,12,0.0,,,,,,,,,,,,,
DeeJay Dallas JAC,,0.0,0.0,RB,DeeJay Dallas JAC,12,0.0,,,,,,,,,,,,,
Zamir White LV,,0.0,0.0,RB,Zamir White LV,12,0.0,,,,,,,,,,,,,
Khalil Herbert NYJ,,0.0,0.0,RB,Khalil Herbert NYJ,12,0.0,,,,,,,,,,,,,
Keilan Robinson NYJ,,0.0,0.0,RB,Keilan Robinson NYJ,12,0.0,,,,,,,,,,,,,
Dameon Pierce KC,,0.0,0.0,RB,Dameon Pierce KC,12,0.0,,,,,,,,,,,,,
Audric Estime NO,,0.0,0.0,RB,Audric Estime NO,12,0.0,,,,,,,,,,,,,
Kene Nwangwu NYJ,,0.0,0.0,RB,Kene Nwangwu NYJ,12,0.0,,,,,,,,,,,,,
Velus Jones Jr. SEA,,0.0,0.0,RB,Velus Jones Jr. SEA,12,0.0,,,,,,,,,,,,,
Isiah Pacheco KC,,0.0,0.0,RB,Isiah Pacheco KC,12,0.0,,,,,,,,,,,,,
Jaydon Blue DAL,,0.0,0.0,RB,Jaydon Blue DAL,12,0.0,,,,,,,,,,,,,
Braelon Allen NYJ,,0.0,0.0,RB,Braelon Allen NYJ,12,0.0,,,,,,,,,,,,,
Raheim Sanders CLE,,0.0,0.0,RB,Raheim Sanders CLE,12,0.0,,,,,,,,,,,,,
Brittain Brown CHI,,0.0,0.0,RB,Brittain Brown CHI,12,0.0,,,,,,,,,,,,,
Roschon Johnson CHI,,0.0,0.0,RB,Roschon Johnson CHI,12,0.0,,,,,,,,,,,,,
Trey Benson ARI,,0.0,0.0,RB,Trey Benson ARI,12,0.0,,,,,,,,,,,,,
Carlos Washington Jr. ATL,,0.0,0.0,RB,Carlos Washington Jr. ATL,12,0.0,,,,,,,,,,,,,
Emari Demercado ARI,,0.0,0.0,RB,Emari Demercado ARI,12,0.0,,,,,,,,,,,,,
Jacob Saylors DET,,0.0,0.0,RB,Jacob Saylors DET,12,0.0,,,,,,,,,,,,,
Damien Martinez GB,,0.0,0.0,RB,Damien Martinez GB,12,0.0,,,,,,,,,,,,,
Bucky Irving TB,,0.0,0.0,RB,Bucky Irving TB,12,0.0,,,,,,,,,,,,,
Rasheen Ali BAL,,0.0,0.0,RB,Rasheen Ali BAL,12,0.0,,,,,,,,,,,,,
Carson Steele PHI,,0.0,0.0,RB,Carson Steele PHI,12,0.0,,,,,,,,,,,,,
DJ Giddens IND,,0.0,0.0,RB,DJ Giddens IND,12,0.0,,,,,,,,,,,,,
Jordan James SF,,0.0,0.0,RB,Jordan James SF,12,0.0,,,,,,,,,,,,,
Josh Williams TB,,0.0,0.0,RB,Josh Williams TB,12,0.0,,,,,,,,,,,,,
Robbie Ouzts SEA,,0.0,0.0,RB,Robbie Ouzts SEA,12,0.0,,,,,,,,,,,,,
Nathan Carter ATL,,0.0,0.0,RB,Nathan Carter ATL,12,0.0,,,,,,,,,,,,,
Jaxon Smith-Njigba SEA,,105.0,0.6,WR,Jaxon Smith-Njigba SEA,12,7.2,,,,,,,,,,,,,
Puka Nacua LAR,,91.0,0.5,WR,Puka Nacua LAR,12,7.3,,,,,,,,,,,,,
Amon-Ra St. Brown DET,,82.6,0.7,WR,Amon-Ra St. Brown DET,12,6.9,,,,,,,,,,,,,
CeeDee Lamb DAL,,82.2,0.5,WR,CeeDee Lamb DAL,12,6.4,,,,,,,,,,,,,
Rashee Rice KC,,70.7,0.6,WR,Rashee Rice KC,12,6.0,,,,,,,,,,,,,
Tee Higgins CIN,,72.3,0.7,WR,Tee Higgins CIN,12,5.3,,,,,,,,,,,,,
Chris Olave NO,,75.1,0.5,WR,Chris Olave NO,12,6.1,,,,,,,,,,,,,
Davante Adams LAR,,68.9,0.7,WR,Davante Adams LAR,12,4.9,,,,,,,,,,,,,
George Pickens DAL,,74.7,0.5,WR,George Pickens DAL,12,5.1,,,,,,,,,,,,,
Emeka Egbuka TB,,74.1,0.5,WR,Emeka Egbuka TB,12,5.1,,,,,,,,,,,,,
Nico Collins HOU,,72.6,0.5,WR,Nico Collins HOU,12,5.3,,,,,,,,,,,,,
Stefon Diggs NE,,68.9,0.5,WR,Stefon Diggs NE,12,5.6,,,,,,,,,,,,,
Justin Jefferson MIN,,71.5,0.4,WR,Justin Jefferson MIN,12,5.4,,,,,,,,,,,,,
A.J. Brown PHI,,69.6,0.5,WR,A.J. Brown PHI,12,4.7,,,,,,,,,,,,,
Tetairoa McMillan CAR,,68.3,0.4,WR,Tetairoa McMillan CAR,12,5.3,,,,,,,,,,,,,
DeVonta Smith PHI,,67.3,0.4,WR,DeVonta Smith PHI,12,5.0,,,,,,,,,,,,,
Zay Flowers BAL,,68.7,0.4,WR,Zay Flowers BAL,12,4.8,,,,,,,,,,,,,
Michael Pittman Jr. IND,,61.8,0.3,WR,Michael Pittman Jr. IND,12,5.7,,,,,,,,,,,,,
Jameson Williams DET,,66.2,0.5,WR,Jameson Williams DET,12,3.8,,,,,,,,,,,,,
Rome Odunze CHI,,60.3,0.5,WR,Rome Odunze CHI,12,4.0,,,,,,,,,,,,,
DK Metcalf PIT,,60.4,0.5,WR,DK Metcalf PIT,12,4.0,,,,,,,,,,,,,
Wan'Dale Robinson NYG,,57.3,0.3,WR,Wan'Dale Robinson NYG,12,5.1,,,,,,,,,,,,,
Michael Wilson ARI,,59.1,0.3,WR,Michael Wilson ARI,12,4.7,,,,,,,,,,,,,
Jauan Jennings SF,,57.0,0.4,WR,Jauan Jennings SF,12,4.0,,,,,,,,,,,,,
Khalil Shakir BUF,,53.8,0.3,WR,Khalil Shakir BUF,12,4.7,,,,,,,,,,,,,
Romeo Doubs GB,,53.4,0.4,WR,Romeo Doubs GB,12,4.1,,,,,,,,,,,,,
Jakobi Meyers JAC,,53.6,0.3,WR,Jakobi Meyers JAC,12,4.6,,,,,,,,,,,,,
Alec Pierce IND,,61.2,0.3,WR,Alec Pierce IND,12,3.4,,,,,,,,,,,,,
Christian Watson GB,,55.1,0.3,WR,Christian Watson GB,12,3.2,,,,,,,,,,,,,
Xavier Worthy KC,,42.9,0.3,WR,Xavier Worthy KC,12,3.5,,,,,,,,,,,,,
Jordan Addison MIN,,47.6,0.3,WR,Jordan Addison MIN,12,3.6,,,,,,,,,,,,,
Parker Washington JAC,,44.4,0.3,WR,Parker Washington JAC,12,3.8,,,,,,,,,,,,,
Kayshon Boutte NE,,48.6,0.4,WR,Kayshon Boutte NE,12,2.9,,,,,,,,,,,,,
Darnell Mooney ATL,,50.6,0.2,WR,Darnell Mooney ATL,12,3.6,,,,,,,,,,,,,
Tre Tucker LV,,44.2,0.3,WR,Tre Tucker LV,12,3.3,,,,,,,,,,,,,
DJ Moore CHI,,42.0,0.2,WR,DJ Moore CHI,12,3.5,,,,,,,,,,,,,
Rashid Shaheed SEA,,43.4,0.3,WR,Rashid Shaheed SEA,12,3.3,,,,,,,,,,,,,
Josh Downs IND,,41.4,0.2,WR,Josh Downs IND,12,3.9,,,,,,,,,,,,,
Ricky Pearsall SF,,46.9,0.3,WR,Ricky Pearsall SF,12,3.1,,,,,,,,,,,,,
Darius Slayton NYG,,49.1,0.2,WR,Darius Slayton NYG,12,3.0,,,,,,,,,,,,,
Andrei Iosivas CIN,,39.5,0.3,WR,Andrei Iosivas CIN,12,3.3,,,,,,,,,,,,,
Chimere Dike TEN,,39.1,0.2,WR,Chimere Dike TEN,12,3.7,,,,,,,,,,,,,
Cooper Kupp SEA,,40.2,0.3,WR,Cooper Kupp SEA,12,3.1,,,,,,,,,,,,,
Jerry Jeudy CLE,,43.7,0.2,WR,Jerry Jeudy CLE,12,3.3,,,,,,,,,,,,,
Greg Dortch ARI,,30.9,0.2,WR,Greg Dortch ARI,12,3.2,,,,,,,,,,,,,
Jayden Higgins HOU,,35.7,0.3,WR,Jayden Higgins HOU,12,3.0,,,,,,,,,,,,,
Mack Hollins NE,,38.1,0.3,WR,Mack Hollins NE,12,2.7,,,,,,,,,,,,,
Van Jefferson TEN,,38.4,0.2,WR,Van Jefferson TEN,12,3.1,,,,,,,,,,,,,
Tez Johnson TB,,32.8,0.3,WR,Tez Johnson TB,12,2.7,,,,,,,,,,,,,
Chris Godwin Jr. TB,,32.7,0.2,WR,Chris Godwin Jr. TB,12,3.0,,,,,,,,,,,,,
Luther Burden III CHI,,33.4,0.2,WR,Luther Burden III CHI,12,2.8,,,,,,,,,,,,,
Adonai Mitchell NYJ,,36.8,0.2,WR,Adonai Mitchell NYJ,12,2.7,,,,,,,,,,,,,
Cedric Tillman CLE,,31.7,0.2,WR,Cedric Tillman CLE,12,2.7,,,,,,,,,,,,,
Marquise Brown KC,,31.0,0.2,WR,Marquise Brown KC,12,2.7,,,,,,,,,,,,,
Xavier Legette CAR,,29.1,0.2,WR,Xavier Legette CAR,12,2.8,,,,,,,,,,,,,
Joshua Palmer BUF,,36.2,0.2,WR,Joshua Palmer BUF,12,2.5,,,,,,,,,,,,,
Mitch Tinsley CIN,,31.0,0.2,WR,Mitch Tinsley CIN,12,2.6,,,,,,,,,,,,,
Tim Patrick JAC,,30.5,0.2,WR,Tim Patrick JAC,12,2.4,,,,,,,,,,,,,
Jalen Coker CAR,,30.7,0.2,WR,Jalen Coker CAR,12,2.6,,,,,,,,,,,,,
Tyrell Shavers BUF,,32.6,0.2,WR,Tyrell Shavers BUF,12,2.3,,,,,,,,,,,,,
KhaDarel Hodge ATL,,32.4,0.2,WR,KhaDarel Hodge ATL,12,2.3,,,,,,,,,,,,,
Tyler Lockett LV,,30.6,0.1,WR,Tyler Lockett LV,12,2.7,,,,,,,,,,,,,
DeAndre Hopkins BAL,,28.3,0.3,WR,DeAndre Hopkins BAL,12,2.0,,,,,,,,,,,,,
Dontayvion Wicks GB,,29.5,0.2,WR,Dontayvion Wicks GB,12,2.4,,,,,,,,,,,,,
Gabe Davis BUF,,30.6,0.2,WR,Gabe Davis BUF,12,1.9,,,,,,,,,,,,,
John Metchie III NYJ,,26.9,0.2,WR,John Metchie III NYJ,12,2.5,,,,,,,,,,,,,
Calvin Austin III PIT,,27.7,0.2,WR,Calvin Austin III PIT,12,2.2,,,,,,,,,,,,,
Isaiah Hodgins NYG,,25.2,0.2,WR,Isaiah Hodgins NYG,12,2.2,,,,,,,,,,,,,
Isaiah Williams NYJ,,26.5,0.1,WR,Isaiah Williams NYJ,12,2.3,,,,,,,,,,,,,
DeMario Douglas NE,,26.1,0.2,WR,DeMario Douglas NE,12,1.9,,,,,,,,,,,,,
Roman Wilson PIT,,27.1,0.2,WR,Roman Wilson PIT,12,2.0,,,,,,,,,,,,,
Christian Kirk HOU,,26.3,0.1,WR,Christian Kirk HOU,12,2.1,,,,,,,,,,,,,
Jalen Nailor MIN,,25.9,0.2,WR,Jalen Nailor MIN,12,2.0,,,,,,,,,,,,,
Devaughn Vele NO,,24.1,0.2,WR,Devaughn Vele NO,12,1.9,,,,,,,,,,,,,
David Sills V ATL,,24.2,0.1,WR,David Sills V ATL,12,2.1,,,,,,,,,,,,,
Xavier Weaver ARI,,23.9,0.2,WR,Xavier Weaver ARI,12,1.9,,,,,,,,,,,,,
Sterling Shepard TB,,21.8,0.1,WR,Sterling Shepard TB,12,2.1,,,,,,,,,,,,,
KaVontae Turpin DAL,,19.4,0.1,WR,KaVontae Turpin DAL,12,1.7,,,,,,,,,,,,,
Kalif Raymond DET,,22.7,0.1,WR,Kalif Raymond DET,12,1.9,,,,,,,,,,,,,
Mason Kinsey TEN,,19.7,0.1,WR,Mason Kinsey TEN,12,1.8,,,,,,,,,,,,,
Olamide Zaccheaus CHI,,16.6,0.1,WR,Olamide Zaccheaus CHI,12,1.7,,,,,,,,,,,,,
Xavier Hutchinson HOU,,16.7,0.1,WR,Xavier Hutchinson HOU,12,1.5,,,,,,,,,,,,,
